#time dij1 dij2 dij3 dik1 dik2 dik3 p_fe p_w p_m p_h
7360 0.00216613799423542 0.000768656206315645 0.000144534609481594 0.00156225636339898 0.000554369112563987 0.000104242172909063 29.9 10.61 1.995 1
7370 0.00216612853996775 0.000768652851473507 0.000144533978670089 0.00156226630869164 0.000554372641646098 0.000104242836482937 29.9 10.61 1.995 1
7380 0.00216611897179622 0.000768649456212637 0.000144533340258644 0.00156227622136748 0.000554376159154146 0.000104243497880539 29.9 10.61 1.995 1
7390 0.00216610951560963 0.000768646100689572 0.000144532709319104 0.00156228615546041 0.000554379684262037 0.000104244160707141 29.9 10.61 1.995 1
7400 0.00216610016392642 0.000768642782249476 0.000144532085352281 0.00156229610397646 0.000554383214487968 0.000104244824496088 29.9 10.61 1.995 1
7410 0.00216609069056448 0.000768639420631745 0.000144531453266761 0.00156230602548651 0.000554386735130833 0.00010424548648313 29.9 10.61 1.995 1
7420 0.00216608119215764 0.000768636050126843 0.000144530819510184 0.00156231594146177 0.000554390253809678 0.000104246148100877 29.9 10.61 1.995 1
7430 0.00216607186781372 0.000768632741388081 0.000144530197367504 0.00156232588559871 0.000554393782481683 0.00010424681159764 29.9 10.61 1.995 1
7440 0.00216606245189772 0.00076862940015501 0.000144529569114915 0.00156233581183296 0.000554397304800927 0.000104247473899892 29.9 10.61 1.995 1
7450 0.00216605308008855 0.000768626074573229 0.00014452894380524 0.00156234573842936 0.00055440082724868 0.000104248136226307 29.9 10.61 1.995 1
7460 0.00216604357372875 0.000768622701246221 0.000144528309518022 0.00156235563101595 0.000554404337628067 0.000104248796283506 29.9 10.61 1.995 1
7470 0.00216603425995397 0.000768619396257913 0.000144527688080541 0.00156236555636367 0.000554407859632726 0.000104249458526606 29.9 10.61 1.995 1
7480 0.00216602493117101 0.000768616085943962 0.000144527065641678 0.00156237547712768 0.000554411380010861 0.000104250120463871 29.9 10.61 1.995 1
7490 0.00216601549519731 0.000768612737593426 0.00014452643605079 0.00156238536702904 0.000554414889437396 0.000104250780341904 29.9 10.61 1.995 1
7500 0.00216600622233862 0.000768609447124174 0.00014452581734333 0.00156239528763678 0.000554418409760075 0.000104251442268742 29.9 10.61 1.995 1
7510 0.00216599698608546 0.000768606169644371 0.000144525201078277 0.00156240521254567 0.000554421931609015 0.000104252104482562 29.9 10.61 1.995 1
7520 0.00216598773841055 0.000768602888111568 0.000144524584051138 0.00156241512884434 0.000554425450402625 0.000104252766121888 29.9 10.61 1.995 1
7530 0.00216597843159256 0.000768599585591876 0.000144523963077831 0.00156242502751018 0.000554428962939233 0.00010425342658471 29.9 10.61 1.995 1
7540 0.0021659692096306 0.000768596313183299 0.000144523347766322 0.00156243493871929 0.000554432479926812 0.000104254087884448 29.9 10.61 1.995 1
7550 0.0021659599957875 0.000768593043655697 0.000144522732996524 0.0015624448450903 0.000554435995197593 0.000104254748861376 29.9 10.61 1.995 1
7560 0.00216595062312389 0.000768589717770718 0.000144522107629838 0.00156245471660626 0.000554439498100082 0.000104255407512692 29.9 10.61 1.995 1
7570 0.0021659413291925 0.000768586419823827 0.000144521487516356 0.0015624646008749 0.00055444300552785 0.000104256067014897 29.9 10.61 1.995 1
7580 0.00216593199138526 0.000768583106307611 0.000144520864475371 0.00156247446719484 0.00055444650658653 0.000104256725319522 29.9 10.61 1.995 1
7590 0.00216592285733219 0.000768579865093463 0.000144520255029355 0.00156248437265966 0.000554450021535752 0.000104257386235987 29.9 10.61 1.995 1
7600 0.00216591374933048 0.000768576633123624 0.000144519647321549 0.00156249427762237 0.000554453536306802 0.000104258047118951 29.9 10.61 1.995 1
7610 0.00216590455103662 0.000768573369113662 0.000144519033589232 0.00156250416144998 0.000554457043578071 0.00010425870659173 29.9 10.61 1.995 1
7620 0.00216589552218076 0.000768570165228691 0.000144518431162228 0.00156251407189101 0.000554460560293096 0.000104259367840219 29.9 10.61 1.995 1
